Date,city_0,city_1
2024/1/1,-10.44599732,5.324273682
2024/1/2,-12.08250443,4.987767445
2024/1/3,-10.49858466,4.713908248
2024/1/4,-10.37264337,4.323802046
2024/1/5,-12.74854701,4.107745916
2024/1/6,-13.85858111,4.065232156
2024/1/7,-12.75685254,3.638410534
2024/1/8,-10.66359776,4.299363015
2024/1/9,-10.62336529,5.058601518
2024/1/10,-10.53108251,5.710451438
2024/1/11,-10.40252939,4.332477362
2024/1/12,-12.10692265,3.787205922
2024/1/13,-11.74983548,4.404437811
2024/1/14,-12.48979381,4.239223966
2024/1/15,-12.39908923,3.846770685
2024/1/16,-11.29264491,3.583168169
2024/1/17,-11.78253824,4.27619185
2024/1/18,-11.52131431,4.593491433
2024/1/19,-10.63381062,4.226167991
2024/1/20,-8.585265677,4.654754084
2024/1/21,-9.204171872,5.921347323
2024/1/22,-8.629068905,4.309161932
2024/1/23,-10.38405754,4.683312988
2024/1/24,-10.46253884,4.959680176
2024/1/25,-10.5326401,5.528450151
2024/1/26,-12.13755438,4.90265392
2024/1/27,-10.12290752,4.770729204
2024/1/28,-8.477983509,5.739953613
2024/1/29,-7.800416783,6.207560591
2024/1/30,-7.234722346,5.256918612
2024/1/31,-8.361666751,4.957000178
2024/2/1,-8.571446961,5.550930509
2024/2/2,-7.769240104,6.187052779
2024/2/3,-8.104371068,6.17921531
2024/2/4,-9.841417149,5.451384943
2024/2/5,-10.0285119,5.434050959
2024/2/6,-9.073645812,6.787838468
2024/2/7,-6.896235637,7.550236927
2024/2/8,-6.366356154,8.202292148
2024/2/9,-7.50253074,8.4591697
2024/2/10,-8.369160996,8.738313987
2024/2/11,-8.84068334,9.047126909
2024/2/12,-6.552772185,7.881632857
2024/2/13,-6.0537971,7.259659646
2024/2/14,-7.012682392,6.898167836
2024/2/15,-8.007402455,6.902082409
2024/2/16,-6.658672145,6.855892667
2024/2/17,-4.470097688,7.016204279
2024/2/18,-4.700210532,6.538024347
2024/2/19,-4.389461131,7.060266113
2024/2/20,-3.956043749,7.263091486
2024/2/21,-5.253049538,8.584361128
2024/2/22,-4.553985754,8.07865989
2024/2/23,-3.161217786,8.627171742
2024/2/24,-1.418167471,9.600590931
2024/2/25,-0.691662835,11.05150757
2024/2/26,-2.446455284,10.53606013
2024/2/27,-2.789120919,10.29559548
2024/2/28,-1.934411542,10.77212191
2024/2/29,-1.529877264,11.56255771
2024/3/1,-1.965625079,11.56135642
2024/3/2,-2.753058654,12.28784402
2024/3/3,-2.515941035,13.1578863
2024/3/4,-2.494333005,12.20683372
2024/3/5,-2.426624407,9.401915949
2024/3/6,-2.776436308,9.25526234
2024/3/7,-2.491507949,10.62733265
2024/3/8,-1.182912217,11.23964566
2024/3/9,-2.081101217,11.57929521
2024/3/10,-1.435992511,11.07063377
2024/3/11,-0.599176739,10.05492276
2024/3/12,-0.115467577,10.10082675
2024/3/13,0.081322053,11.07598544
2024/3/14,0.871523216,11.32087236
2024/3/15,0.096661694,12.64578192
2024/3/16,0.817838832,12.59311967
2024/3/17,0.688099096,11.97749967
2024/3/18,1.286048235,12.29076261
2024/3/19,1.651755435,12.5053095
2024/3/20,1.604862996,11.91972989
2024/3/21,2.884057617,12.95886175
2024/3/22,2.808365304,13.34767234
2024/3/23,1.916035679,13.87594272
2024/3/24,1.864949254,14.12566528
2024/3/25,3.528722827,12.92379428
2024/3/26,2.96659538,12.70641202
2024/3/27,2.57737181,14.51069447
2024/3/28,3.188849353,14.37815108
2024/3/29,3.727950693,14.01587968
2024/3/30,4.049217957,14.41921942
2024/3/31,4.704827088,15.96934593
2024/4/1,3.984339172,15.94868552
2024/4/2,4.599208128,14.76483931
2024/4/3,5.966414652,15.66151511
2024/4/4,6.547830795,16.88112238
2024/4/5,6.969966581,17.6091414
2024/4/6,7.217924282,17.38505637
2024/4/7,7.468135527,16.86324463
2024/4/8,8.48043094,16.91440041
2024/4/9,7.899275584,17.81378673
2024/4/10,9.025169709,18.04181685
2024/4/11,8.766065563,17.84760298
2024/4/12,9.648773035,17.65934282
2024/4/13,9.534890549,18.93630371
2024/4/14,9.890681517,20.26090254
2024/4/15,10.28443477,19.96278465
2024/4/16,11.53714211,20.05765825
2024/4/17,10.98118001,20.6026578
2024/4/18,9.108648365,20.14151778
2024/4/19,8.122456974,18.49117154
2024/4/20,9.359102958,18.29461614
2024/4/21,10.60146484,18.36853804
2024/4/22,11.22815322,18.72753018
2024/4/23,11.8228782,19.64149281
2024/4/24,12.92984706,21.04269631
2024/4/25,12.54460941,21.11526711
2024/4/26,12.10056041,20.84627408
2024/4/27,12.77196972,19.63694569
2024/4/28,12.93048476,20.96652444
2024/4/29,11.94447568,21.08054366
2024/4/30,12.85903994,20.85938277
2024/5/1,13.07885409,20.28972501
2024/5/2,14.71640474,19.63230147
2024/5/3,14.9226461,20.04989569
2024/5/4,15.27617402,20.62405895
2024/5/5,14.89557265,20.54931863
2024/5/6,14.87570095,20.77929077
2024/5/7,15.35473855,20.40165794
2024/5/8,16.03008264,21.33087658
2024/5/9,16.82643686,22.11814964
2024/5/10,15.96240496,23.14607599
2024/5/11,15.85960471,24.59288108
2024/5/12,15.5089839,24.95262784
2024/5/13,15.85321465,24.81697443
2024/5/14,15.94472537,24.61793046
2024/5/15,16.66631272,25.0682534
2024/5/16,16.29840706,24.4172108
2024/5/17,16.47425371,24.0128307
2024/5/18,16.93432522,22.89798473
2024/5/19,17.38614391,23.43073841
2024/5/20,17.03606211,23.81078491
2024/5/21,17.13315121,23.72308849
2024/5/22,18.11885154,23.33455533
2024/5/23,18.17151576,23.80204856
2024/5/24,18.11863633,24.0139765
2024/5/25,18.41764082,24.08117898
2024/5/26,18.96286589,24.42921808
2024/5/27,19.7171443,25.25008822
2024/5/28,18.73028113,25.71970659
2024/5/29,19.7674119,24.65709561
2024/5/30,19.05529294,25.59414617
2024/5/31,19.52054491,25.16513006
2024/6/1,19.65910383,25.08930775
2024/6/2,19.69727022,25.34725342
2024/6/3,19.72873305,25.14566262
2024/6/4,19.11481569,26.36814686
2024/6/5,20.18778639,26.18551858
2024/6/6,19.3165892,24.18282193
2024/6/7,20.0878544,24.6936307
2024/6/8,19.89842387,24.43764094
2024/6/9,20.30600237,25.16487482
2024/6/10,20.6605445,25.85808716
2024/6/11,21.14882773,27.18897539
2024/6/12,21.74202207,27.09251764
2024/6/13,22.13390225,26.88406039
2024/6/14,22.05561436,28.37272727
2024/6/15,21.11783416,28.46585582
2024/6/16,20.99769517,27.70824862
2024/6/17,21.60520345,28.17790305
2024/6/18,22.19795508,28.78596302
2024/6/19,22.18389996,28.41316029
2024/6/20,23.1562328,27.97598211
2024/6/21,23.04497126,27.9258778
2024/6/22,23.62881771,27.9913491
2024/6/23,23.33368855,28.18173162
2024/6/24,23.49016565,27.88594416
2024/6/25,24.03095418,28.21629972
2024/6/26,23.52451893,28.57106656
2024/6/27,23.72297078,29.34716464
2024/6/28,23.38482611,27.92039018
2024/6/29,23.16731306,27.89469161
2024/6/30,23.49878231,28.7813188
2024/7/1,23.74558985,29.00755116
2024/7/2,23.15947281,28.95144043
2024/7/3,23.49085408,29.58253285
2024/7/4,23.93354009,30.38227373
2024/7/5,22.8753502,30.19624967
2024/7/6,23.68798059,30.03108021
2024/7/7,23.16069788,30.6301042
2024/7/8,22.44891738,30.62865323
2024/7/9,23.47791542,30.02797019
2024/7/10,23.81299645,29.72081077
2024/7/11,23.23935753,30.15241255
2024/7/12,22.95634623,30.29842807
2024/7/13,23.44956182,30.91559892
2024/7/14,23.91944929,30.49604326
2024/7/15,24.32427408,30.33098477
2024/7/16,24.65754823,31.23140869
2024/7/17,24.56665697,31.62631448
2024/7/18,23.09454449,31.45727484
2024/7/19,22.70321124,31.08982377
2024/7/20,23.51060014,31.35912753
2024/7/21,23.73758592,30.57072255
2024/7/22,24.2375237,31.40414928
2024/7/23,24.6819175,30.39415894
2024/7/24,24.71687717,31.00776201
2024/7/25,24.90754228,30.25170011
2024/7/26,25.03865016,30.4504278
2024/7/27,24.95549491,30.89915272
2024/7/28,24.96194521,30.19167758
2024/7/29,25.55015013,30.34972257
2024/7/30,26.11055433,30.76893699
