Date,city_0,city_1
2024/1/1,-14.05902849,4.807735929
2024/1/2,-11.40058618,4.659445468
2024/1/3,-11.54050471,5.28005926
2024/1/4,-10.24206896,5.429584295
2024/1/5,-13.38498198,5.825572066
2024/1/6,-12.47013058,5.395793013
2024/1/7,-11.88689448,5.563107022
2024/1/8,-11.83494623,4.683726363
2024/1/9,-13.2140451,5.036359752
2024/1/10,-13.24736554,5.054437256
2024/1/11,-11.65526607,5.686228804
2024/1/12,-10.56915418,6.419815896
2024/1/13,-11.37574645,6.736585582
2024/1/14,-12.73974169,6.615785911
2024/1/15,-12.80445501,5.835323819
2024/1/16,-12.64545328,5.320667059
2024/1/17,-10.74269219,5.359324507
2024/1/18,-9.900650381,5.074087802
2024/1/19,-11.85810789,4.820339688
2024/1/20,-11.75072505,5.314496959
2024/1/21,-10.89074485,5.467761785
2024/1/22,-10.48269669,5.661254328
2024/1/23,-11.7691971,5.116493364
2024/1/24,-12.77591711,4.581797652
2024/1/25,-14.08088878,3.992358953
2024/1/26,-14.31673338,3.420567738
2024/1/27,-13.91493598,3.537142112
2024/1/28,-11.9732299,3.810163463
2024/1/29,-10.46470836,5.107965088
2024/1/30,-9.808979342,6.839551891
2024/1/31,-10.54755566,6.633086603
2024/2/1,-12.19782184,6.992791748
2024/2/2,-10.8836297,8.357529519
2024/2/3,-10.06463936,7.728656561
2024/2/4,-11.02270246,5.413876065
2024/2/5,-11.09088527,5.215977894
2024/2/6,-9.787509433,6.079875044
2024/2/7,-9.558175382,6.426083097
2024/2/8,-9.606280201,6.61280906
2024/2/9,-9.277510368,6.306534646
2024/2/10,-7.32716009,6.3419822
2024/2/11,-6.743326717,6.732027366
2024/2/12,-7.246834257,7.261399148
2024/2/13,-6.634416219,7.432444624
2024/2/14,-5.109297874,8.092273504
2024/2/15,-5.812597656,9.059922097
2024/2/16,-6.521723522,8.564560769
2024/2/17,-5.914686089,5.934589178
2024/2/18,-6.468194897,5.358858421
2024/2/19,-6.259076562,6.162688654
2024/2/20,-6.912057614,6.559566983
2024/2/21,-5.294616461,6.957846347
2024/2/22,-5.079564637,7.328374134
2024/2/23,-4.822195633,8.299773615
2024/2/24,-5.172226705,7.998739901
2024/2/25,-5.853775777,8.351265092
2024/2/26,-3.630218664,8.455060924
2024/2/27,-1.42467802,10.09069769
2024/2/28,0.219895241,11.49941406
2024/2/29,-0.588529671,11.92035689
2024/3/1,-3.156794323,11.81974043
2024/3/2,-4.31877489,10.90096436
2024/3/3,-4.872205224,10.16310203
2024/3/4,-5.072295508,9.40125566
2024/3/5,-3.40830633,10.4097118
2024/3/6,-3.011116484,9.910949152
2024/3/7,-2.634741211,9.797970304
2024/3/8,-2.35779736,10.09589122
2024/3/9,-1.141809399,10.41079934
2024/3/10,-1.226575737,11.66999345
2024/3/11,-1.494896589,11.25265447
2024/3/12,-1.9654067,10.13841886
2024/3/13,-2.258078201,10.60997647
2024/3/14,-1.513360913,10.4240079
2024/3/15,-1.205906221,10.57208474
2024/3/16,-2.287536383,10.87253584
2024/3/17,-0.320573841,10.87395907
2024/3/18,0.032407528,11.18512185
2024/3/19,0.574039449,11.71751487
2024/3/20,1.354580411,11.96185802
2024/3/21,3.237884759,13.68127108
2024/3/22,4.980648526,13.49244218
2024/3/23,4.665007594,15.27090121
2024/3/24,5.361024376,15.84471768
2024/3/25,5.000619309,16.42950107
2024/3/26,4.315864702,16.60629217
2024/3/27,3.234379597,15.00697132
2024/3/28,3.358844549,12.73313432
2024/3/29,2.52170854,14.36371072
2024/3/30,2.401913571,13.01158503
2024/3/31,2.857426076,13.49720293
2024/4/1,2.297439218,13.59248435
2024/4/2,3.18963845,13.20002552
2024/4/3,3.997150609,14.46312866
2024/4/4,4.979792845,14.21241566
2024/4/5,6.301432662,15.06057406
2024/4/6,6.266874873,15.65182994
2024/4/7,7.63345004,17.36450695
2024/4/8,7.202406291,16.86626032
2024/4/9,5.617097374,16.23372525
2024/4/10,7.253727742,15.05040616
2024/4/11,9.02984524,16.1776173
2024/4/12,10.71903996,17.0549949
2024/4/13,9.082866163,17.44534246
2024/4/14,9.688537043,15.94487638
2024/4/15,9.987419862,16.94691273
2024/4/16,11.38576938,18.50750122
2024/4/17,9.85361455,19.72930853
2024/4/18,10.19672804,19.13488159
2024/4/19,11.56114518,18.71321189
2024/4/20,13.42406101,19.97923362
2024/4/21,13.02120678,20.34746149
2024/4/22,13.28096726,20.06460238
2024/4/23,13.19961334,19.20200362
2024/4/24,11.02939104,19.92976463
2024/4/25,11.99245249,19.90860485
2024/4/26,12.3885976,20.36575539
2024/4/27,13.38759845,20.60881403
2024/4/28,12.77686839,21.40944547
2024/4/29,14.15301141,22.01583807
2024/4/30,11.39422948,22.54848078
2024/5/1,12.44366439,21.22390137
2024/5/2,13.47295255,21.04010787
2024/5/3,14.27039549,20.61492864
2024/5/4,14.11860938,20.5784962
2024/5/5,14.78034858,20.73443825
2024/5/6,16.00736013,21.02107322
2024/5/7,15.5828733,20.8476557
2024/5/8,14.99897929,21.21034047
2024/5/9,15.55163479,21.83631148
2024/5/10,16.93145379,22.63535323
2024/5/11,16.0485537,22.82730047
2024/5/12,15.97870531,23.15148315
2024/5/13,15.94981745,23.27322887
2024/5/14,15.52965817,22.86332231
2024/5/15,17.18522648,23.54138683
2024/5/16,16.93614954,23.13341675
2024/5/17,17.44331562,22.97172352
2024/5/18,17.75215034,23.61355258
2024/5/19,19.06137624,24.79467163
2024/5/20,19.70739056,24.1543629
2024/5/21,19.57597474,24.56963778
2024/5/22,19.31757567,24.20869529
2024/5/23,19.32118269,24.14882535
2024/5/24,19.41553353,24.90013483
2024/5/25,18.54406485,26.4231867
2024/5/26,18.67241068,27.14050515
2024/5/27,18.54980493,25.64977417
2024/5/28,18.75837196,24.08056585
2024/5/29,18.60388406,25.34043968
2024/5/30,19.2830702,25.72445901
2024/5/31,20.42824073,25.32392967
2024/6/1,19.76611986,25.72268899
2024/6/2,19.0245546,25.37767389
2024/6/3,20.38288487,25.58934104
2024/6/4,19.73254022,25.47303578
2024/6/5,20.08410153,25.62704412
2024/6/6,19.98366501,25.66744385
2024/6/7,20.53959699,25.56847257
2024/6/8,20.60205181,25.30827692
2024/6/9,20.43630926,24.9733576
2024/6/10,20.48757919,26.00716553
2024/6/11,20.67726298,26.37195878
2024/6/12,20.96073561,26.50951538
2024/6/13,20.91985394,27.09483698
2024/6/14,21.23253745,28.49340487
2024/6/15,21.75721943,27.75837513
2024/6/16,22.70396586,27.19803911
2024/6/17,23.17463728,27.38723422
2024/6/18,22.77691674,27.73737627
2024/6/19,23.02277626,28.11752264
2024/6/20,22.91089406,27.76329679
2024/6/21,22.76421033,27.95377364
2024/6/22,23.13105064,28.88903476
2024/6/23,23.32769997,29.87364557
2024/6/24,23.44344562,28.95643422
2024/6/25,22.75929819,28.32690929
2024/6/26,22.55214289,29.07275613
2024/6/27,22.70136949,29.05271163
2024/6/28,22.55923763,28.67707076
2024/6/29,22.89854752,28.37304355
2024/6/30,23.06991839,28.21806696
2024/7/1,23.30902837,27.51621815
2024/7/2,23.0899181,27.4475425
2024/7/3,22.60697505,27.98366977
2024/7/4,23.07000756,28.57939786
2024/7/5,22.76578694,28.06236628
2024/7/6,23.74250401,28.59940352
2024/7/7,23.72375908,27.99879816
2024/7/8,23.52092618,28.39350142
2024/7/9,23.78495713,28.98592807
2024/7/10,23.39821936,29.56181141
2024/7/11,23.72031179,29.62944391
2024/7/12,23.37784987,29.54923262
2024/7/13,24.03693007,28.93701671
2024/7/14,24.11405354,28.46498469
2024/7/15,24.87707107,29.34504783
2024/7/16,24.98593639,30.13404929
2024/7/17,24.72529051,29.87058827
2024/7/18,24.7034962,30.0378024
2024/7/19,24.71276245,30.03489491
2024/7/20,24.83834902,30.35982389
2024/7/21,25.57264198,29.72629006
2024/7/22,25.446992,29.39888639
2024/7/23,25.59382871,29.47522472
2024/7/24,25.23958978,30.15510365
2024/7/25,25.17600343,30.29836148
2024/7/26,25.12878521,30.70129062
2024/7/27,25.21489749,30.66061068
2024/7/28,24.89886419,30.71902965
2024/7/29,24.85359117,31.12008612
2024/7/30,24.27386617,31.42732599
2024/7/31,24.23099492,31.05698964
2024/8/1,24.59165562,30.83567338
2024/8/2,24.35527122,30.42872148
2024/8/3,23.78023365,30.54328447
2024/8/4,24.10476035,30.50945157
2024/8/5,24.79154893,30.22007557
2024/8/6,24.96692315,30.43830677
2024/8/7,24.99785648,30.44239613
2024/8/8,25.11330091,30.43904752
2024/8/9,25.45451042,30.89913608
2024/8/10,25.05087938,30.10401445
2024/8/11,24.17440701,29.95037509
2024/8/12,23.2167333,29.42111428
2024/8/13,23.78359613,29.37970193
2024/8/14,23.89332743,29.10709672
2024/8/15,23.6891252,28.88365811
2024/8/16,23.38044069,29.45259177
2024/8/17,22.6405214,28.63955078
2024/8/18,21.88995306,27.95054432
2024/8/19,22.41006375,27.85403109
2024/8/20,22.77100426,28.17285101
2024/8/21,22.72282097,28.29381714
2024/8/22,22.06049599,28.07796908
2024/8/23,21.37461857,27.33915516
2024/8/24,21.47699157,26.66405085
2024/8/25,21.19385106,26.37560425
2024/8/26,21.03386841,26.65230158
2024/8/27,21.20591264,27.1581665
2024/8/28,21.47182974,26.92302856
2024/8/29,20.76345136,27.14525757
2024/8/30,20.47776521,27.61349154
2024/8/31,20.58034311,27.49504727
2024/9/1,20.76694463,26.63481223
2024/9/2,20.96816921,27.28702282
2024/9/3,20.48425673,27.66581809
2024/9/4,20.08198432,27.12579013
2024/9/5,20.1058673,27.58611173
2024/9/6,19.59424526,27.76904796
2024/9/7,19.19061699,26.8922502
2024/9/8,18.91730434,26.74396529
2024/9/9,18.39856139,27.43625655
2024/9/10,18.67695423,27.64496626
2024/9/11,17.02703089,27.65047607
2024/9/12,15.95671878,26.42532293
2024/9/13,16.40573302,24.88327803
2024/9/14,16.38791195,24.91302435
2024/9/15,17.36897044,24.85089888
2024/9/16,16.65860049,24.77617243
2024/9/17,15.39889867,24.37407005
2024/9/18,14.95419256,23.98310658
2024/9/19,15.37381362,24.3825678
2024/9/20,16.0642877,23.90196589
2024/9/21,16.44930816,24.35622559
2024/9/22,15.44084251,23.9240301
2024/9/23,15.79718477,22.8662409
2024/9/24,15.85228565,22.89962436
2024/9/25,14.55947226,23.39413952
2024/9/26,12.74485545,22.26352706
2024/9/27,13.0911614,21.85500211
2024/9/28,12.5990599,22.0208485
2024/9/29,12.95786616,21.7803894
2024/9/30,13.61181744,21.98809204
2024/10/1,11.76012058,22.30310558
2024/10/2,11.33997953,20.74665083
2024/10/3,11.94489025,20.51870949
2024/10/4,10.93074991,20.55117742
2024/10/5,12.45965441,20.06734342
2024/10/6,13.86900215,19.88195745
2024/10/7,13.20771794,20.61640736
2024/10/8,10.63682243,21.05955311
2024/10/9,11.33541339,21.05670111
2024/10/10,9.777101829,21.24625688
2024/10/11,9.28731848,20.32524747
2024/10/12,8.483750618,19.62730768
2024/10/13,9.163901034,18.94032926
2024/10/14,10.18499978,18.43976329
2024/10/15,10.06653054,18.94621638
2024/10/16,9.916356708,18.20304676
2024/10/17,10.2117736,18.66603449
2024/10/18,9.575827304,18.86360529
2024/10/19,10.72268146,18.79423884
2024/10/20,9.994536006,18.68371249
2024/10/21,8.047530771,18.87016102
2024/10/22,8.46847558,18.86771129
2024/10/23,7.817766304,18.04697987
2024/10/24,6.738806628,17.5908475
2024/10/25,5.947827862,17.85678045
2024/10/26,5.811399227,18.19909612
2024/10/27,6.334166529,16.63943426
2024/10/28,4.983166821,16.12107932
2024/10/29,5.024444025,15.60076017
2024/10/30,4.902078445,16.28265048
2024/10/31,5.341225998,16.20370705
2024/11/1,5.162018853,16.41924993
2024/11/2,5.421395676,16.39855624
2024/11/3,5.792295223,15.76874279
2024/11/4,5.876777391,15.83987371
2024/11/5,3.873760907,15.37969638
2024/11/6,3.613234324,14.86574984
2024/11/7,4.298482761,15.21803644
2024/11/8,4.283320677,15.53797996
2024/11/9,2.380384807,15.95933616
2024/11/10,2.680471683,15.38621049
2024/11/11,0.451836366,14.52449396
2024/11/12,-1.186864045,13.84635454
2024/11/13,0.556207672,13.3965504
2024/11/14,0.473693293,12.40087835
2024/11/15,-0.466384055,12.37532682
2024/11/16,0.138222276,12.30116633
2024/11/17,-0.276282927,12.44945956
2024/11/18,-2.412912503,12.69998946
2024/11/19,-2.433322817,12.85293246
2024/11/20,-1.980227939,11.75227717
2024/11/21,-1.986340966,11.37649203
2024/11/22,-1.655935471,11.84387429
2024/11/23,-2.598466512,11.94018777
2024/11/24,-1.430362612,11.8509183
2024/11/25,-1.438909119,11.8754905
2024/11/26,-2.064930864,11.86117776
2024/11/27,-1.84932893,12.05591875
2024/11/28,-2.576024994,11.47363503
2024/11/29,-3.300718788,11.19583907
2024/11/30,-5.263508348,10.79567039
2024/12/1,-4.859294703,11.00380305
2024/12/2,-4.416996309,11.11734508
2024/12/3,-4.359904658,10.38230147
2024/12/4,-6.229535943,9.682727606
2024/12/5,-7.785667281,9.767719061
2024/12/6,-9.748022659,8.988860529
2024/12/7,-8.262103747,8.284431596
2024/12/8,-6.493469793,8.756311035
2024/12/9,-7.376668123,8.733758545
2024/12/10,-8.25361669,8.281313255
2024/12/11,-8.867745298,8.325522128
2024/12/12,-7.763988307,7.622951993
2024/12/13,-7.612168904,7.730054821
2024/12/14,-7.870160546,7.831073553
2024/12/15,-7.517459582,7.924457342
2024/12/16,-8.537200095,8.249175471
2024/12/17,-8.39105181,7.412549938
2024/12/18,-9.346370311,6.834827215
2024/12/19,-8.841360672,7.121670255
2024/12/20,-8.632367181,7.233839
2024/12/21,-9.368543907,6.209977029
2024/12/22,-7.745908029,6.087127131
2024/12/23,-7.891096794,6.860342685
2024/12/24,-8.657526348,7.610387074
2024/12/25,-6.955123069,7.356397594
2024/12/26,-7.157595706,7.026838268
2024/12/27,-9.34042295,5.679897794
2024/12/28,-9.656703959,5.560790461
2024/12/29,-7.490804856,6.223967951
2024/12/30,-8.085202264,6.53398493
2024/12/31,-9.503695758,5.787389027
2025/1/1,-10.73487553,5.389220637
2025/1/2,-11.90271408,4.356880327
2025/1/3,-12.3827974,4.40330866
2025/1/4,-10.39153216,5.227868652
2025/1/5,-9.561156791,5.72699474
2025/1/6,-8.858874195,5.806196178
2025/1/7,-9.69594897,6.513502086
2025/1/8,-8.246208449,6.565110085
2025/1/9,-11.62906296,6.31611994
2025/1/10,-12.34008389,5.394824774
2025/1/11,-13.27547778,4.736208274
2025/1/12,-13.00366663,5.103856312
2025/1/13,-12.32587498,5.020007879
2025/1/14,-10.06693234,6.056046365
2025/1/15,-10.09975855,6.631624534
2025/1/16,-12.67719275,6.432009055
2025/1/17,-13.31635707,6.099866832
2025/1/18,-13.03234027,6.000296298
2025/1/19,-13.49127629,5.504277455
2025/1/20,-13.7249591,5.705515914
2025/1/21,-12.94351648,4.976159668
2025/1/22,-13.5121087,5.162874534
2025/1/23,-14.09858422,5.33279086
2025/1/24,-13.3047586,5.470641535
2025/1/25,-11.39085008,5.80993042
2025/1/26,-11.41241689,5.523134544
2025/1/27,-11.11355468,6.224001243
2025/1/28,-9.442484036,6.216349654
2025/1/29,-7.504338807,6.905492054
2025/1/30,-8.415202906,7.593846547
2025/1/31,-8.800751287,7.736732622
2025/2/1,-8.702147011,8.354558216
2025/2/2,-9.65270576,7.812097168
2025/2/3,-10.82963617,7.657980624
2025/2/4,-8.785085069,7.606164551
2025/2/5,-7.473453829,7.364601274
2025/2/6,-7.301268897,6.945672607
2025/2/7,-7.917831579,6.005564742
2025/2/8,-8.29448369,5.852177845
2025/2/9,-7.524659551,5.667776767
2025/2/10,-7.089306482,5.387741921
2025/2/11,-6.209143066,7.199706476
2025/2/12,-5.980412629,7.361516224
2025/2/13,-6.227165083,8.522327215
2025/2/14,-7.329958591,8.035458097
2025/2/15,-6.230690458,7.448421964
2025/2/16,-4.460159658,7.501999734
2025/2/17,-4.177692126,8.068286688
2025/2/18,-5.130314973,8.632148881
2025/2/19,-4.030880777,8.764442583
2025/2/20,-2.625269268,7.699645441
2025/2/21,-2.838740916,8.486518999
2025/2/22,-2.533033653,9.660616233
2025/2/23,-1.857672119,10.85751287
2025/2/24,-3.08614494,11.87489125
2025/2/25,-3.932814719,9.92682939
2025/2/26,-4.287438489,8.750584828
2025/2/27,-4.608037141,10.1382302
2025/2/28,-4.888765964,8.745163796
2025/3/1,-4.426027927,10.15981723
2025/3/2,-3.3660486,9.468066961
2025/3/3,-2.348998389,8.858786288
2025/3/4,-1.835206029,9.513790616
2025/3/5,-0.377066635,9.925306286
2025/3/6,0.229836045,9.405766713
2025/3/7,1.173595716,9.016312478
2025/3/8,-0.543845992,9.272055331
2025/3/9,-1.283274623,8.985781028
2025/3/10,-0.972566441,9.532539506
2025/3/11,0.010675049,10.0639199
2025/3/12,1.484498101,11.22044733
2025/3/13,1.237790829,12.36489535
2025/3/14,1.046204247,13.45311057
2025/3/15,0.578582209,12.17074807
2025/3/16,-0.182108456,10.55937278
2025/3/17,0.480605326,11.6954895
2025/3/18,1.113821292,11.47752464
2025/3/19,2.804278327,11.92201871
2025/3/20,4.337428343,13.18679754
2025/3/21,4.594577383,14.91931929
2025/3/22,4.152193382,13.29853627
2025/3/23,4.305398758,13.45256403
2025/3/24,4.221111585,13.00480735
2025/3/25,4.618127441,13.36756148
2025/3/26,5.644699929,13.93806818
2025/3/27,6.12130444,14.70770486
2025/3/28,6.457233617,15.29425548
2025/3/29,5.193265682,15.72584894
2025/3/30,6.642428946,15.1940524
2025/3/31,9.112402819,15.74021995
2025/4/1,8.386632984,17.31354537
2025/4/2,9.134290264,16.44846913
2025/4/3,9.320850164,15.21399148
2025/4/4,9.468783926,16.61601341
2025/4/5,9.759847904,18.86080322
2025/4/6,9.40542666,19.44100897
2025/4/7,10.06886058,18.55664007
2025/4/8,8.910455719,18.63052313
2025/4/9,8.535321362,16.3056746
2025/4/10,9.871401145,16.43817915
2025/4/11,11.58265333,18.93707497
2025/4/12,12.01214465,20.5832625
2025/4/13,12.32312947,20.1992182
2025/4/14,11.51311368,20.39030817
2025/4/15,12.01596925,21.20729148
2025/4/16,12.39932909,20.38018466
2025/4/17,11.92395123,20.17945945
2025/4/18,9.80854405,18.01507235
2025/4/19,13.26042813,17.35180609
2025/4/20,14.67401821,18.36998624
2025/4/21,13.3113053,19.84347756
2025/4/22,13.46410522,20.28963068
2025/4/23,14.08461637,22.00820867
2025/4/24,13.50733872,22.74306641
2025/4/25,10.88999784,21.55529452
2025/4/26,11.63328318,20.28200406
2025/4/27,12.54111296,20.66876443
2025/4/28,13.00315782,21.91651445
2025/4/29,14.26943994,22.19239613
2025/4/30,14.00513987,23.68185092
2025/5/1,12.78040248,23.32047008
2025/5/2,13.50387874,23.19469604
2025/5/3,15.37651938,21.8389027
2025/5/4,15.73949823,21.24487527
2025/5/5,16.7164313,21.15952315
2025/5/6,15.56557934,21.38207952
2025/5/7,16.80633291,21.22776323
2025/5/8,16.68776182,21.37982677
2025/5/9,16.84982799,22.04072377
2025/5/10,16.62845189,23.18585427
2025/5/11,18.32368751,24.34918157
2025/5/12,16.79512503,23.9697704
2025/5/13,15.99551178,24.77934348
2025/5/14,17.31829343,25.38109186
2025/5/15,16.39841198,24.68333796
2025/5/16,15.93829171,22.76230635
2025/5/17,16.8199604,21.42900724
2025/5/18,16.42170957,23.28460915
2025/5/19,16.26490669,23.88357766
2025/5/20,16.21778121,22.86048972
2025/5/21,16.85734998,23.32423762
2025/5/22,17.27058415,23.67739535
2025/5/23,16.78410541,23.5556108
2025/5/24,17.62571958,23.17121416
2025/5/25,18.40783874,23.86424339
2025/5/26,18.59404788,24.27859164
2025/5/27,18.99982902,24.8419933
2025/5/28,18.55272153,24.2607666
2025/5/29,19.302779,24.67154985
2025/5/30,19.88493311,24.87860607
2025/5/31,19.61726542,26.18651733
2025/6/1,19.71278068,26.048392
2025/6/2,19.57334983,25.97268066
2025/6/3,20.92493254,26.49993009
2025/6/4,21.36522193,26.58251065
2025/6/5,21.5973521,26.3403176
2025/6/6,20.66014935,26.04262973
2025/6/7,20.56937898,26.95790461
2025/6/8,20.52164077,27.01854304
2025/6/9,20.58247657,27.26730291
2025/6/10,21.53848607,27.64170088
2025/6/11,21.78776871,28.28976662
2025/6/12,20.97152377,27.95054987
2025/6/13,19.81054117,27.44525646
2025/6/14,20.36140684,26.78063909
2025/6/15,20.64687223,27.20734142
2025/6/16,20.03024672,28.96452137
2025/6/17,20.58244922,28.30162964
2025/6/18,20.1794864,27.41807085
2025/6/19,20.91463544,26.67702637
2025/6/20,21.04049231,27.28400712
2025/6/21,21.17043021,27.43729969
2025/6/22,22.16111086,26.25425526
2025/6/23,22.20985456,26.45027521
2025/6/24,22.57581462,27.77008001
2025/6/25,22.49608368,28.12726052
2025/6/26,22.55318247,28.06866677
2025/6/27,22.89058045,28.24819059
2025/6/28,23.15955684,28.67175515
2025/6/29,23.3421879,28.88912354
2025/6/30,23.10608291,28.77725719
2025/7/1,23.00775804,29.43611783
2025/7/2,22.61443521,29.8065291
2025/7/3,22.62990604,29.98228815
2025/7/4,23.37687449,29.39925815
2025/7/5,23.20327783,29.29343151
2025/7/6,23.25011161,29.12403121
2025/7/7,23.41367948,28.77412775
2025/7/8,23.87921483,29.0534496
2025/7/9,23.67305393,29.46667425
2025/7/10,24.19320187,30.02854725
2025/7/11,24.4300698,30.29187511
2025/7/12,25.3813364,31.0295682
2025/7/13,25.42996834,30.53031727
2025/7/14,25.05696308,30.36645452
2025/7/15,24.91718425,30.72650646
2025/7/16,25.79763342,31.11073109
2025/7/17,24.68112246,31.33158958
2025/7/18,25.01925604,31.46451028
2025/7/19,24.79558201,31.05246471
2025/7/20,24.59529157,30.77254084
2025/7/21,24.22186779,30.36931763
2025/7/22,22.94965376,30.19883534
2025/7/23,23.39892324,29.80163241
2025/7/24,23.28772789,30.24602106
2025/7/25,23.73316682,30.60314054
2025/7/26,24.58007757,30.63043157
2025/7/27,24.64285976,30.88879062
2025/7/28,24.27116358,31.28849876
2025/7/29,24.44971995,31.60473577
2025/7/30,24.47610101,31.5177579
2025/7/31,24.3851511,31.77376432
2025/8/1,24.93067738,31.85627552
2025/8/2,25.32968005,31.92858831
2025/8/3,24.28360604,31.35909979
2025/8/4,23.8048217,31.22861772
2025/8/5,24.283545,31.27455777
2025/8/6,24.85143195,31.02800903
2025/8/7,24.63709392,30.57042292
2025/8/8,24.44994348,31.09359963
2025/8/9,24.74190396,31.11740612
2025/8/10,24.36421445,31.08045765
2025/8/11,24.63059605,30.43767978
2025/8/12,24.11399726,30.63940652
2025/8/13,23.66416578,30.71652998
2025/8/14,23.2906663,30.36603283
2025/8/15,23.65797825,30.50510143
2025/8/16,24.43383298,30.62183949
2025/8/17,24.33394181,30.43665605
2025/8/18,23.52548796,29.78705611
2025/8/19,23.79936301,29.36515614
2025/8/20,22.44937792,29.14073264
2025/8/21,22.31250024,28.41963279
2025/8/22,21.84528285,28.4932939
2025/8/23,21.809976,28.17227672
2025/8/24,21.05760672,27.97800182
2025/8/25,20.66698569,27.43442549
2025/8/26,21.93733536,26.90377752
2025/8/27,21.82371049,27.31685236
2025/8/28,21.18611625,27.36943415
2025/8/29,21.2758736,27.56604781
2025/8/30,20.61445582,27.14606767
